ligne,puissance_reel,p_pd,p_nomad,diff_pd,diff_nomad,nb_iter,t_pd,t_nomad,nb_turbines,nb_actives_pd,convergence
0,179.17374710083007,191.46906116194782,191.46906116194782,12.29531406111775,12.29531406111775,75,0.02713729999959469,8.808625700010452,4,4,"[(1, 191.244309832), (9, 191.4107725915), (14, 191.4551478139), (16, 191.4690611619), (75, 191.4690611619)]"
1,179.50035888671874,191.4135083695478,191.4135083695478,11.913149482829056,11.913149482829056,76,0.025478199997451156,8.509733399987454,4,4,"[(1, 191.1892129318), (9, 191.3550834252), (14, 191.3988422584), (16, 191.4135083695), (76, 191.4135083695)]"
2,179.12560611724854,191.4135083695478,191.4135083695478,12.287902252299261,12.287902252299261,76,0.03270830001565628,8.055137999996077,4,4,"[(1, 191.1892129318), (9, 191.3550834252), (14, 191.3988422584), (16, 191.4135083695), (76, 191.4135083695)]"
3,179.50732151031494,191.4135083695478,191.4135083695478,11.90618685923286,11.90618685923286,76,0.028359999996609986,7.9335253999743145,4,4,"[(1, 191.1892129318), (9, 191.3550834252), (14, 191.3988422584), (16, 191.4135083695), (76, 191.4135083695)]"
4,178.30390533447266,190.12345141228735,190.12345141228735,11.819546077814692,11.819546077814692,73,0.023636300000362098,7.724847400008002,4,4,"[(1, 189.4338145388), (2, 189.8816923511), (17, 189.9325621403), (19, 190.1234514123), (73, 190.1234514123)]"
5,178.724086227417,190.12345141228735,190.12345141228735,11.399365184870362,11.399365184870362,73,0.024369999999180436,7.6528462000133,4,4,"[(1, 189.4338145388), (2, 189.8816923511), (17, 189.9325621403), (19, 190.1234514123), (73, 190.1234514123)]"
6,179.2677744293213,191.3579099213968,191.3579099213968,12.090135492075518,12.090135492075518,75,0.023342899978160858,8.195808899996337,4,4,"[(1, 191.1340656189), (9, 191.2993497353), (14, 191.3424976575), (16, 191.3579099214), (75, 191.3579099214)]"
7,178.0424252319336,190.06799487059922,190.06799487059922,12.025569638665615,12.025569638665615,72,0.02541559998644516,7.925475900003221,4,4,"[(1, 189.3795184252), (2, 189.8266844054), (18, 190.0205792391), (20, 190.0679948706), (72, 190.0679948706)]"
8,176.70497261047365,187.39553259271094,187.39553259271094,10.69055998223729,10.69055998223729,73,0.024062200012849644,8.028957900009118,4,4,"[(1, 187.0181361405), (7, 187.2858984948), (9, 187.3084123955), (23, 187.3955325927), (73, 187.3955325927)]"
9,176.70668937683106,188.73478775675375,188.73478775675375,12.028098379922682,12.028098379922682,74,0.022999499982688576,7.687535400007619,4,4,"[(1, 188.2541930308), (2, 188.4000100799), (14, 188.5992609646), (19, 188.6215544177), (22, 188.7347877568), (74, 188.7347877568)]"
10,177.16558067321773,188.73478775675375,188.73478775675375,11.569207083536014,11.569207083536014,74,0.0235961000144016,7.595426199986832,4,4,"[(1, 188.2541930308), (2, 188.4000100799), (14, 188.5992609646), (19, 188.6215544177), (22, 188.7347877568), (74, 188.7347877568)]"
11,176.93817863464355,188.73478775675375,188.73478775675375,11.796609122110198,11.796609122110198,74,0.023998499993467703,7.780941700009862,4,4,"[(1, 188.2541930308), (2, 188.4000100799), (14, 188.5992609646), (19, 188.6215544177), (22, 188.7347877568), (74, 188.7347877568)]"
12,177.6126048278809,188.73478775675375,188.73478775675375,11.12218292887286,11.12218292887286,74,0.023013500001979992,7.537946800002828,4,4,"[(1, 188.2541930308), (2, 188.4000100799), (14, 188.5992609646), (19, 188.6215544177), (22, 188.7347877568), (74, 188.7347877568)]"
13,176.93991130828857,188.73478775675375,188.73478775675375,11.794876448465175,11.794876448465175,74,0.025469399988651276,7.5629423999926075,4,4,"[(1, 188.2541930308), (2, 188.4000100799), (14, 188.5992609646), (19, 188.6215544177), (22, 188.7347877568), (74, 188.7347877568)]"
14,177.38870460510253,188.73478775675375,188.73478775675375,11.346083151651214,11.346083151651214,74,0.022122800000943244,7.581446299998788,4,4,"[(1, 188.2541930308), (2, 188.4000100799), (14, 188.5992609646), (19, 188.6215544177), (22, 188.7347877568), (74, 188.7347877568)]"
15,177.39556961059571,188.73478775675375,188.73478775675375,11.339218146158032,11.339218146158032,74,0.022072099993238226,7.6306795999989845,4,4,"[(1, 188.2541930308), (2, 188.4000100799), (14, 188.5992609646), (19, 188.6215544177), (22, 188.7347877568), (74, 188.7347877568)]"
16,176.23543548583984,187.39553259271094,187.39553259271094,11.160097106871092,11.160097106871092,73,0.021443600009661168,7.8968333000084385,4,4,"[(1, 187.0181361405), (7, 187.2858984948), (9, 187.3084123955), (23, 187.3955325927), (73, 187.3955325927)]"
17,177.39903312683106,188.73478775675375,188.73478775675375,11.33575462992269,11.33575462992269,74,0.022232599993003532,7.508146199979819,4,4,"[(1, 188.2541930308), (2, 188.4000100799), (14, 188.5992609646), (19, 188.6215544177), (22, 188.7347877568), (74, 188.7347877568)]"
18,176.55555114746093,179.437187148212,179.437187148212,2.881636000751058,2.881636000751058,105,0.02255620001233183,10.522822099999757,4,4,"[(1, 178.5886192898), (4, 178.71257337), (8, 178.856381644), (11, 179.3425291187), (20, 179.3670561392), (23, 179.3862176303), (25, 179.427936665), (39, 179.4371871482), (105, 179.4371871482)]"
19,176.72044033050537,187.39553259271094,187.39553259271094,10.675092262205567,10.675092262205567,73,0.022519699996337295,7.906633600010537,4,4,"[(1, 187.0181361405), (7, 187.2858984948), (9, 187.3084123955), (23, 187.3955325927), (73, 187.3955325927)]"
20,176.72214225769042,187.39553259271094,187.39553259271094,10.673390335020514,10.673390335020514,73,0.022404500021366403,8.173636399995303,4,4,"[(1, 187.0181361405), (7, 187.2858984948), (9, 187.3084123955), (23, 187.3955325927), (73, 187.3955325927)]"
21,176.50850967407226,179.38873144464566,179.38873144464566,2.8802217705733995,2.8802217705733995,99,0.02249239999218844,10.294243100011954,4,4,"[(1, 178.5409956121), (4, 178.6642393146), (8, 178.8081956151), (11, 179.2940174548), (20, 179.318672385), (23, 179.3375461717), (25, 179.3786872697), (50, 179.3887314446), (99, 179.3887314446)]"
22,174.6962145996094,176.8064012880665,176.8064012880665,2.110186688457105,2.110186688457105,78,0.033237499999813735,8.339549299998907,4,4,"[(1, 175.5233468512), (4, 176.4262523782), (6, 176.6339890074), (23, 176.7756965266), (32, 176.8064012881), (78, 176.8064012881)]"
23,175.71037490844728,178.12878723362604,178.12878723362604,2.418412325178764,2.418412325178764,87,0.021601000014925376,8.654180500016082,4,4,"[(1, 177.2338180104), (8, 177.7969440891), (12, 177.9178278022), (19, 177.9201483283), (20, 178.1287872336), (87, 178.1287872336)]"
24,176.41638732910155,179.437187148212,179.437187148212,3.0207998191104366,3.0207998191104366,105,0.0252184999990277,10.16756770000211,4,4,"[(1, 178.5886192898), (4, 178.71257337), (8, 178.856381644), (11, 179.3425291187), (20, 179.3670561392), (23, 179.3862176303), (25, 179.427936665), (39, 179.4371871482), (105, 179.4371871482)]"
25,176.09107376098635,178.12878723362604,178.12878723362604,2.0377134726396946,2.0377134726396946,87,0.0211630999983754,8.352418399997987,4,4,"[(1, 177.2338180104), (8, 177.7969440891), (12, 177.9178278022), (19, 177.9201483283), (20, 178.1287872336), (87, 178.1287872336)]"
26,175.76583862304688,178.1769556454827,178.1769556454827,2.411117022435832,2.411117022435832,89,0.023291899997275323,8.681592100008857,4,4,"[(1, 177.2809554885), (8, 177.844743589), (12, 177.9654343823), (19, 177.9679087365), (20, 178.1769556455), (89, 178.1769556455)]"
27,175.2383551025391,176.8064012880665,176.8064012880665,1.5680461855274075,1.5680461855274075,78,0.021785099990665913,8.27266379998764,4,4,"[(1, 175.5233468512), (4, 176.4262523782), (6, 176.6339890074), (23, 176.7756965266), (32, 176.8064012881), (78, 176.8064012881)]"
28,175.0242184448242,176.85419281865842,176.85419281865842,1.8299743738342045,1.8299743738342045,77,0.0218804000178352,8.333320000005187,4,4,"[(1, 175.5696418909), (4, 176.4733395488), (6, 176.6826453823), (22, 176.8235434349), (31, 176.8541928187), (77, 176.8541928187)]"
29,175.54069290161132,178.1769556454827,178.1769556454827,2.6362627438713844,2.6362627438713844,89,0.023063600005116314,8.659343500010436,4,4,"[(1, 177.2809554885), (8, 177.844743589), (12, 177.9654343823), (19, 177.9679087365), (20, 178.1769556455), (89, 178.1769556455)]"
30,174.46981079101562,176.85419281865842,176.85419281865842,2.3843820276428005,2.3843820276428005,77,0.022888199979206547,7.959412700001849,4,4,"[(1, 175.5696418909), (4, 176.4733395488), (6, 176.6826453823), (22, 176.8235434349), (31, 176.8541928187), (77, 176.8541928187)]"
31,176.48220626831053,179.48551541397157,179.48551541397157,3.003309145661035,3.003309145661035,99,0.023618800012627617,10.140916400006972,4,4,"[(1, 178.6361068999), (4, 178.7607789965), (8, 178.9044362395), (11, 179.3909132434), (20, 179.4153125775), (23, 179.4347624407), (25, 179.477064028), (46, 179.485515414), (99, 179.485515414)]"
